1.0 5.27008
2.0 8.590079999999999
3.0 10.319040000000001
4.0 13.839680000000001
5.0 16.63424
6.0 17.45568
7.0 16.364160000000002
8.0 16.52864
9.0 17.57056
10.0 17.178240000000002
11.0 15.844479999999999
12.0 14.9104
13.0 14.95584
14.0 14.818880000000002
15.0 13.92992
16.0 13.103039999999998
17.0 12.69472
18.0 12.26304
19.0 11.56032
20.0 10.70112
21.0 9.67872
22.0 8.53888
23.0 7.297279999999999
24.0 6.004160000000001
25.0 4.555200000000001
26.0 3.2873599999999996
27.0 2.13504
28.0 1.1635199999999999
29.0 0.48671999999999993
30.0 0.13055999999999998
31.0 0.020479999999999998
32.0 0.0009600000000000001
33.0 0.0
34.0 0.0
35.0 0.0
36.0 0.0
37.0 0.0
38.0 0.0
39.0 0.0
40.0 0.0
41.0 0.0
42.0 0.0
43.0 0.0
44.0 0.0
45.0 0.0
46.0 0.0
47.0 0.0
48.0 0.0
49.0 0.0
50.0 0.0
51.0 0.0
52.0 0.0
53.0 0.0
54.0 0.0
55.0 0.0
56.0 0.0
57.0 0.0
58.0 0.0
59.0 0.0
60.0 0.0
61.0 0.0
62.0 0.0
63.0 0.0
64.0 0.0
65.0 0.0
66.0 0.0
67.0 0.0
68.0 0.0
69.0 0.0
70.0 0.0
71.0 0.0
72.0 0.0
73.0 0.0
74.0 0.0
75.0 0.0
76.0 0.0
77.0 0.0
78.0 0.0
79.0 0.0
80.0 0.0
81.0 0.0
82.0 0.0
83.0 0.0
84.0 0.0
85.0 0.0
86.0 0.0
87.0 0.0
88.0 0.0
89.0 0.0
90.0 0.0
91.0 0.0
92.0 0.0
93.0 0.0
94.0 0.0
95.0 0.0
96.0 0.0
97.0 0.0
98.0 0.0
99.0 0.0
100.0 0.0
